date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
8/11/2017 8:00,3.148000002,1.60800004,-0.035999998,1.172999978,3.503000021,1.340000033,18.00900078
8/11/2017 8:15,0.469000012,1.406999946,-3.625,0.497000009,3.441999912,1.491999984,18.36100006
8/11/2017 8:30,-1.473999977,1.072000027,-5.507999897,-0.675000012,4.020999908,1.491999984,18.5720005
8/11/2017 8:45,1.741000056,1.674000025,-1.669999957,-1.207999945,3.686000109,1.340000033,18.5720005
8/11/2017 9:00,-4.287000179,1.340000033,-8.883999825,0.284000009,3.868000031,1.432000041,18.50099945
8/11/2017 9:15,-5.425000191,2.210000038,-9.522999763,0.462000012,4.234000206,1.85800004,18.92300034
8/11/2017 9:30,-4.152999878,1.942000031,-8.741999626,0.532999992,3.928999901,1.462000012,19.27499962
8/11/2017 9:45,-6.09499979,3.415999889,-10.7670002,1.70599997,4.203000069,1.401000023,19.13400078
8/11/2017 10:00,-1.406999946,1.942000031,-6.040999889,0.852999985,4.416999817,1.401000023,19.20499992
8/11/2017 10:15,-5.625999928,3.617000103,-10.30500031,1.91900003,4.598999977,1.552999973,19.06399918
8/11/2017 10:30,-5.223999977,3.750999928,-10.16300011,1.315000057,4.507999897,1.340000033,18.99399948
8/11/2017 10:45,-8.505999565,4.354000092,-13.43200016,3.055999994,4.324999809,1.218000054,19.06399918
8/11/2017 11:00,-8.23900032,4.354000092,-12.97000027,2.842999935,4.630000114,1.401000023,18.6420002
8/11/2017 11:15,-7.636000156,4.152999878,-12.50800037,2.239000082,4.447000027,1.371000051,18.6420002
8/11/2017 11:30,-1.20599997,1.942000031,-5.721000195,0.248999998,4.386000156,1.340000033,18.99399948
8/11/2017 11:45,-7.434999943,3.148000002,-12.29500008,0.816999972,4.324999809,1.432000041,19.20499992
8/11/2017 12:00,-6.96600008,2.678999901,-11.12199974,0.958999991,4.538000107,1.309999943,19.48600006
8/11/2017 12:15,-5.090000153,2.210000038,-9.701000214,0.816999972,4.234000206,1.126999974,19.41600037
8/11/2017 12:30,-7.501999855,2.746000051,-11.79800034,1.136999965,4.630000114,1.371000051,19.62700081
8/11/2017 12:45,-2.880000114,2.009000063,-7.0,0.497000009,4.324999809,1.279000044,20.19000053
8/11/2017 13:00,6.362999916,1.072000027,0.639999986,-0.995000005,4.842999935,1.371000051,20.11899948
8/11/2017 13:15,3.348999977,0.938000023,-1.136999965,-0.569000006,4.965000153,1.371000051,20.04899979
8/11/2017 13:30,0.067000002,2.075999975,-5.117000103,0.213,4.994999886,1.523000002,20.40099907
8/11/2017 13:45,1.273000002,1.004999995,-3.163000107,-0.213,4.172999859,0.944000006,20.68199921
8/11/2017 14:00,1.541000009,1.741000056,-2.415999889,-0.035999998,4.172999859,1.340000033,20.26000023
8/11/2017 14:15,2.678999901,1.273000002,-1.136999965,-0.639999986,4.234000206,1.309999943,19.76799965
8/11/2017 14:30,4.622000217,1.004999995,0.284000009,-0.569000006,4.142000198,1.126999974,19.55599976
8/11/2017 14:45,3.08100009,1.139000058,-0.888000011,-0.782000005,3.898999929,1.248999953,19.55599976
8/11/2017 15:00,3.750999928,1.340000033,-0.497000009,-0.462000012,4.234000206,1.401000023,19.55599976
8/11/2017 15:15,4.554999828,0.736999989,0.603999972,-0.675000012,4.324999809,1.248999953,19.41600037
8/11/2017 15:30,2.210000038,0.80400002,-1.491999984,-0.711000025,4.051000118,1.401000023,19.76799965
8/11/2017 15:45,5.960999966,0.80400002,1.243999958,-0.532999992,4.295000076,1.552999973,19.62700081
8/11/2017 16:00,5.960999966,0.736999989,1.953999996,-0.711000025,3.868000031,1.340000033,19.34499931
8/11/2017 16:15,6.764999866,0.870999992,2.061000109,-0.711000025,3.99000001,1.523000002,19.34499931
8/11/2017 16:30,6.497000217,0.870999992,2.415999889,-0.711000025,4.203000069,1.462000012,19.27499962
8/11/2017 16:45,8.23900032,0.736999989,2.948999882,-0.888000011,4.538000107,1.401000023,19.34499931
8/11/2017 17:00,9.31000042,0.469000012,3.980000019,-0.675000012,4.507999897,1.371000051,19.34499931
8/11/2017 17:15,9.109000206,0.268000007,5.223999977,-1.172999978,4.142000198,1.126999974,19.13400078
8/11/2017 17:30,9.31000042,0.134000003,5.329999924,-1.315000057,4.051000118,1.309999943,18.92300034
8/11/2017 17:45,9.444000244,0.0,5.472000122,-1.279000044,3.898999929,1.065999985,18.92300034
8/11/2017 18:00,9.31000042,0.201000005,5.472000122,-1.172999978,3.686000109,1.401000023,18.50099945
8/11/2017 18:15,9.645000458,0.536000013,5.899000168,-1.350000024,4.142000198,1.279000044,18.36100006
8/11/2017 18:30,11.05200005,0.40200001,6.610000134,-1.136999965,4.416999817,1.371000051,18.00900078
8/11/2017 18:45,11.65499973,0.268000007,7.177999973,-1.243999958,4.386000156,0.944000006,18.21999931
8/11/2017 19:00,12.79300022,0.602999985,8.031000137,-0.816999972,4.507999897,1.097000003,17.93799973
8/11/2017 19:15,14.06599998,0.670000017,8.847999573,-0.852999985,4.782000065,1.065999985,17.65699959
8/11/2017 19:30,14.13300037,1.20599997,9.593999863,-0.888000011,5.452000141,1.309999943,17.65699959
8/11/2017 19:45,15.13700008,1.004999995,9.593999863,-0.888000011,5.725999832,1.126999974,17.51600075
8/11/2017 20:00,15.47200012,1.139000058,9.87899971,-0.958999991,5.604000092,1.156999946,17.58699989
8/11/2017 20:15,15.13700008,0.80400002,9.630000114,-1.136999965,5.787000179,1.279000044,17.30500031
8/11/2017 20:30,14.73600006,0.80400002,9.23900032,-0.888000011,5.573999882,1.065999985,17.37599945
8/11/2017 20:45,14.19999981,0.670000017,8.883999825,-0.816999972,5.056000233,1.156999946,17.16500092
8/11/2017 21:00,13.59700012,0.469000012,8.741999626,-1.598999977,4.842999935,1.065999985,17.65699959
8/11/2017 21:15,12.85999966,0.0,8.208999634,-1.136999965,4.630000114,1.065999985,17.65699959
8/11/2017 21:30,12.99400043,1.004999995,8.031000137,-1.386000037,4.721000195,1.248999953,17.65699959
8/11/2017 21:45,11.92199993,0.670000017,8.065999985,-0.995000005,4.172999859,0.944000006,17.65699959
8/11/2017 22:00,12.59200001,0.80400002,8.279999733,-0.745999992,4.172999859,0.944000006,17.65699959
8/11/2017 22:15,12.18999958,0.602999985,8.065999985,-0.569000006,4.051000118,0.822000027,17.72699928
8/11/2017 22:30,11.31999969,0.670000017,7.284999847,-1.56400001,3.99000001,1.036000013,17.65699959
8/11/2017 22:45,10.98499966,-0.134000003,6.965000153,-1.70599997,3.868000031,0.913999975,17.44599915
8/11/2017 23:00,10.91800022,0.602999985,7.782000065,-1.279000044,3.77699995,0.913999975,17.02400017
8/11/2017 23:15,13.4630003,1.875,9.487999916,0.354999989,3.77699995,0.822000027,17.30500031
8/11/2017 23:30,13.86499977,1.60800004,10.02099991,-0.248999998,3.746000051,0.913999975,17.44599915
8/11/2017 23:45,14.19999981,2.210000038,10.66100025,0.711000025,3.654999971,0.852999985,17.51600075
8/12/2017 0:00,13.19499969,1.473999977,9.807999611,-0.391000003,3.563999891,0.852999985,17.51600075
8/12/2017 0:15,11.11900043,0.938000023,7.782000065,-0.532999992,3.471999884,0.883000016,17.30500031
8/12/2017 0:30,13.59700012,1.807999969,9.807999611,0.178000003,3.319999933,1.097000003,17.37599945
8/12/2017 0:45,12.52499962,1.807999969,9.380999565,0.354999989,3.197999954,0.822000027,17.30500031
8/12/2017 1:00,11.31999969,1.807999969,8.173000336,-0.319999993,3.137000084,0.822000027,17.44599915
8/12/2017 1:15,12.18999958,1.340000033,9.204000473,0.0,3.107000113,0.822000027,17.51600075
8/12/2017 1:30,12.05599976,2.075999975,9.131999969,0.425999999,3.046000004,0.760999978,17.44599915
8/12/2017 1:45,11.98900032,0.602999985,8.954999924,-0.532999992,3.015000105,0.760999978,17.51600075
8/12/2017 2:00,12.25699997,2.142999887,9.23900032,0.107000001,2.954999924,0.731000006,17.58699989
8/12/2017 2:15,12.05599976,1.340000033,8.706000328,0.035999998,2.862999916,0.822000027,17.51600075
8/12/2017 2:30,11.92199993,1.072000027,8.38599968,-0.603999972,2.862999916,0.822000027,17.44599915
8/12/2017 2:45,11.52099991,1.072000027,7.994999886,-0.675000012,2.832999945,0.822000027,17.09399986
8/12/2017 3:00,11.65499973,1.60800004,8.883999825,-0.035999998,2.832999945,1.097000003,16.25
8/12/2017 3:15,10.98499966,0.602999985,8.065999985,-0.497000009,2.984999895,1.004999995,16.67200089
8/12/2017 3:30,11.78800011,0.938000023,8.812999725,0.0,2.894000053,0.944000006,16.67200089
8/12/2017 3:45,11.52099991,1.139000058,8.350999832,-0.071000002,2.894000053,0.883000016,16.60199928
8/12/2017 4:00,11.5880003,1.340000033,8.635000229,0.0,2.862999916,0.883000016,17.02400017
8/12/2017 4:15,10.38199997,1.20599997,7.604000092,0.071000002,2.924000025,1.004999995,17.30500031
8/12/2017 4:30,11.11900043,1.139000058,8.244000435,-0.213,3.046000004,0.944000006,16.95400047
8/12/2017 4:45,10.98499966,1.340000033,7.888999939,-0.603999972,3.046000004,0.975000024,15.89799976
8/12/2017 5:00,10.11400032,0.536000013,7.427000046,-0.816999972,3.015000105,1.036000013,16.81299973
8/12/2017 5:15,9.845999718,0.201000005,6.71600008,-1.315000057,3.046000004,1.004999995,11.67800045
8/12/2017 5:30,11.25300026,0.736999989,7.747000217,-0.782000005,3.046000004,0.975000024,12.7329998
8/12/2017 5:45,12.12300014,1.139000058,8.350999832,-0.497000009,3.441999912,1.065999985,14.63199997
8/12/2017 6:00,11.38700008,0.870999992,6.822999954,-0.675000012,3.806999922,1.156999946,15.47599983
8/12/2017 6:15,9.979999542,0.268000007,6.183000088,-1.63499999,3.71600008,1.218000054,14.21000004
8/12/2017 6:30,9.979999542,0.870999992,6.467000008,-1.243999958,3.625,1.309999943,11.81799984
8/12/2017 6:45,9.913000107,1.004999995,5.117000103,-1.172999978,3.471999884,1.156999946,14.14000034
8/12/2017 7:00,9.243000031,1.072000027,5.721000195,-1.279000044,3.625,1.218000054,13.29599953
8/12/2017 7:15,9.444000244,1.340000033,6.005000114,-0.425999999,3.654999971,1.309999943,13.71800041
8/12/2017 7:30,8.505999565,0.870999992,5.081999779,-1.56400001,3.563999891,1.340000033,14.63199997
8/12/2017 7:45,9.109000206,1.072000027,4.903999805,-0.995000005,3.868000031,1.523000002,14.84300041
8/12/2017 8:00,8.23900032,0.40200001,4.65500021,-0.711000025,3.77699995,1.523000002,14.70300007
8/12/2017 8:15,7.903999805,0.0,4.263999939,-0.745999992,3.441999912,1.126999974,14.06900024
8/12/2017 8:30,8.706999779,0.80400002,5.188000202,-1.101999998,3.137000084,1.462000012,14.27999973
8/12/2017 8:45,7.769999981,0.736999989,4.335000038,-1.63499999,3.349999905,1.340000033,14.77299976
8/12/2017 9:00,7.501999855,0.938000023,4.19299984,-0.995000005,3.381000042,1.401000023,13.22500038
8/12/2017 9:15,7.971000195,0.602999985,4.335000038,-0.816999972,3.532999992,1.432000041,11.88899994
8/12/2017 9:30,8.505999565,1.004999995,5.258999825,-1.172999978,3.532999992,1.309999943,11.74800014
8/12/2017 9:45,7.703000069,1.139000058,3.872999907,-0.852999985,3.838000059,1.401000023,11.11499977
8/12/2017 10:00,9.376999855,1.072000027,5.401000023,-1.031000018,3.960000038,1.432000041,10.19999981
8/12/2017 10:15,8.171999931,0.469000012,4.19299984,-1.172999978,3.960000038,1.432000041,10.27099991
8/12/2017 10:30,9.109000206,0.938000023,4.157999992,-1.350000024,4.203000069,1.371000051,10.06000042
8/12/2017 10:45,7.234000206,1.004999995,3.517999887,-1.243999958,4.051000118,1.279000044,10.19999981
8/12/2017 11:00,7.703000069,0.670000017,3.197999954,-1.669999957,3.746000051,1.248999953,9.98900032
8/12/2017 11:15,7.501999855,0.670000017,3.76699996,-1.457000017,3.563999891,1.309999943,10.69299984
8/12/2017 11:30,6.56400013,0.268000007,3.163000107,-1.598999977,3.471999884,1.218000054,9.98900032
8/12/2017 11:45,5.492000103,0.0,2.239000082,-2.096999884,3.349999905,1.218000054,11.60700035
8/12/2017 12:00,5.425000191,0.067000002,1.315000057,-1.491999984,3.289999962,1.156999946,13.01399994
8/12/2017 12:15,2.075999975,-0.067000002,-1.031000018,-1.491999984,3.046000004,1.126999974,12.6619997
8/12/2017 12:30,1.741000056,0.201000005,-1.669999957,-1.491999984,3.046000004,1.126999974,11.32600021
8/12/2017 12:45,1.072000027,-0.201000005,-2.131999969,-1.279000044,3.046000004,1.126999974,10.90400028
8/12/2017 13:00,2.880000114,-0.201000005,-0.888000011,-1.386000037,3.046000004,1.156999946,10.97399998
8/12/2017 13:15,4.487999916,0.134000003,0.888000011,-1.598999977,3.015000105,1.218000054,12.10000038
8/12/2017 13:30,4.822999954,0.469000012,1.315000057,-1.70599997,3.046000004,1.248999953,12.7329998
8/12/2017 13:45,6.899000168,0.335000008,3.552999973,-1.421000004,3.137000084,1.248999953,12.94400024
8/12/2017 14:00,6.296000004,-0.268000007,3.127000093,-1.386000037,3.259000063,1.248999953,14.06900024
8/12/2017 14:15,5.760000229,0.40200001,2.948999882,-0.816999972,3.319999933,1.309999943,14.49100018
8/12/2017 14:30,6.027999878,0.335000008,2.736000061,-1.101999998,2.984999895,1.552999973,13.43599987
8/12/2017 14:45,6.631000042,-0.067000002,3.944000006,-1.386000037,2.954999924,1.218000054,13.29599953
8/12/2017 15:00,8.038000107,-0.067000002,4.122000217,-1.77699995,3.046000004,1.218000054,12.59200001
8/12/2017 15:15,7.769999981,-0.268000007,4.263999939,-1.84800005,3.229000092,1.248999953,10.90400028
8/12/2017 15:30,7.568999767,-0.268000007,4.584000111,-1.84800005,3.289999962,1.279000044,11.04399967
8/12/2017 15:45,7.703000069,0.40200001,4.300000191,-1.101999998,3.137000084,1.248999953,10.83300018
8/12/2017 16:00,7.636000156,0.134000003,4.406000137,-1.315000057,3.167999983,1.218000054,10.83300018
8/12/2017 16:15,7.636000156,0.134000003,4.122000217,-1.598999977,3.259000063,1.187999964,10.83300018
8/12/2017 16:30,7.501999855,0.0,3.90899992,-1.527999997,3.503000021,1.187999964,10.97399998
8/12/2017 16:45,7.434999943,0.0,3.944000006,-1.421000004,3.686000109,1.218000054,11.32600021
8/12/2017 17:00,8.104999542,0.0,4.477000237,-1.63499999,3.532999992,1.156999946,11.32600021
8/12/2017 17:15,8.104999542,-0.134000003,4.547999859,-1.669999957,3.654999971,1.248999953,11.67800045
8/12/2017 17:30,7.434999943,-0.134000003,4.051000118,-1.669999957,3.503000021,1.218000054,12.17000008
8/12/2017 17:45,7.099999905,-0.134000003,3.696000099,-1.669999957,3.259000063,1.156999946,12.23999977
8/12/2017 18:00,6.96600008,-0.469000012,3.696000099,-1.63499999,3.167999983,1.156999946,12.02900028
8/12/2017 18:15,6.96600008,-0.536000013,3.730999947,-2.025000095,3.075999975,1.004999995,13.43599987
8/12/2017 18:30,7.166999817,-0.736999989,3.838000059,-2.131999969,3.107000113,1.065999985,14.14000034
8/12/2017 18:45,7.032999992,-0.80400002,4.051000118,-2.025000095,3.046000004,0.944000006,14.70300007
8/12/2017 19:00,7.703000069,-1.340000033,4.441999912,-2.381000042,3.197999954,0.944000006,14.77299976
8/12/2017 19:15,7.903999805,-0.870999992,4.725999832,-2.061000109,3.137000084,0.913999975,14.91399956
8/12/2017 19:30,8.305999756,-0.870999992,4.974999905,-2.203000069,3.411000013,0.822000027,14.84300041
8/12/2017 19:45,8.774000168,-0.670000017,5.188000202,-2.167999983,3.532999992,0.975000024,14.84300041
8/12/2017 20:00,8.572999954,-0.736999989,5.081999779,-2.167999983,3.411000013,0.975000024,14.98400021
8/12/2017 20:15,8.43900013,-0.80400002,5.010000229,-2.167999983,3.625,0.975000024,14.84300041
8/12/2017 20:30,8.171999931,-0.938000023,4.903999805,-2.167999983,3.167999983,0.852999985,14.84300041
8/12/2017 20:45,7.769999981,-1.072000027,4.619999886,-2.203000069,3.167999983,0.791999996,14.84300041
8/12/2017 21:00,9.109000206,-1.072000027,6.502999783,-1.56400001,3.137000084,0.852999985,14.91399956
8/12/2017 21:15,10.04699993,-0.134000003,6.538000107,-1.527999997,3.197999954,0.913999975,14.91399956
8/12/2017 21:30,10.04699993,0.067000002,6.502999783,-1.812000036,2.832999945,0.760999978,14.84300041
8/12/2017 21:45,9.109000206,-0.736999989,6.289999962,-2.025000095,2.862999916,0.760999978,14.91399956
8/12/2017 22:00,9.779000282,0.0,6.361000061,-1.91900003,2.680000067,0.760999978,14.98400021
8/12/2017 22:15,9.711999893,0.40200001,7.143000126,-1.243999958,2.802000046,0.670000017,14.70300007
8/12/2017 22:30,9.979999542,-0.335000008,7.390999794,-1.491999984,2.588999987,0.639999986,14.63199997
8/12/2017 22:45,10.7840004,0.602999985,7.923999786,-1.172999978,2.618999958,0.670000017,15.0539999
8/12/2017 23:00,10.51599979,0.670000017,7.923999786,-0.391000003,2.437000036,0.670000017,14.84300041
8/12/2017 23:15,12.32400036,1.406999946,9.87899971,0.035999998,2.345000029,0.609000027,14.84300041
8/12/2017 23:30,13.26200008,1.60800004,11.01599979,0.924000025,2.193000078,0.578999996,15.0539999
8/12/2017 23:45,12.05599976,1.807999969,10.02099991,0.178000003,2.163000107,0.486999989,15.0539999
8/13/2017 0:00,12.79300022,1.807999969,10.58899975,0.745999992,2.131999969,0.486999989,14.84300041
8/13/2017 0:15,12.25699997,1.473999977,10.16300011,0.178000003,2.345000029,0.486999989,14.91399956
8/13/2017 0:30,11.45400047,0.469000012,9.487999916,-0.425999999,2.101999998,0.486999989,15.0539999
8/13/2017 0:45,11.38700008,0.938000023,9.131999969,-0.391000003,2.071000099,0.456999987,14.98400021
8/13/2017 1:00,11.45400047,1.004999995,9.345999718,-0.248999998,2.071000099,0.486999989,14.91399956
8/13/2017 1:15,12.18999958,0.670000017,10.44699955,0.178000003,2.071000099,0.486999989,14.70300007
8/13/2017 1:30,11.92199993,1.340000033,9.772000313,-0.035999998,2.101999998,0.486999989,15.0539999
8/13/2017 1:45,11.11900043,0.670000017,8.918999672,-0.569000006,2.040999889,0.518000007,15.26500034
8/13/2017 2:00,11.38700008,1.20599997,9.168000221,0.284000009,2.071000099,0.486999989,15.0539999
8/13/2017 2:15,12.45800018,1.139000058,10.16300011,0.284000009,2.040999889,0.518000007,14.98400021
8/13/2017 2:30,10.98499966,1.340000033,8.954999924,0.248999998,1.980000019,0.486999989,15.125
8/13/2017 2:45,12.12300014,1.807999969,9.451999664,0.284000009,2.040999889,0.486999989,15.125
8/13/2017 3:00,12.12300014,1.473999977,9.772000313,0.178000003,2.00999999,0.486999989,15.26500034
8/13/2017 3:15,9.845999718,0.536000013,7.639999866,-0.711000025,2.040999889,0.547999978,15.0539999
8/13/2017 3:30,11.5880003,1.60800004,9.559000015,0.745999992,2.040999889,0.518000007,15.0539999
8/13/2017 3:45,10.91800022,1.674000025,8.741999626,-0.071000002,2.101999998,0.518000007,15.26500034
8/13/2017 4:00,11.78800011,0.736999989,9.204000473,-0.213,2.101999998,0.518000007,15.0539999
8/13/2017 4:15,9.376999855,1.20599997,7.106999874,-0.782000005,2.253999949,0.578999996,15.26500034
8/13/2017 4:30,11.38700008,0.602999985,9.06099987,-0.142000005,2.28399992,0.578999996,15.40600014
8/13/2017 4:45,12.45800018,1.273000002,9.87899971,0.0,2.375999928,0.609000027,15.47599983
8/13/2017 5:00,12.18999958,1.541000009,9.630000114,0.354999989,2.467000008,0.670000017,15.40600014
8/13/2017 5:15,12.32400036,1.406999946,9.026000023,-0.248999998,2.588999987,0.670000017,15.54699993
8/13/2017 5:30,13.39599991,1.60800004,9.87899971,0.107000001,2.772000074,0.731000006,15.54699993
8/13/2017 5:45,11.85499954,0.469000012,8.918999672,-0.639999986,3.259000063,0.913999975,15.47599983
8/13/2017 6:00,12.05599976,0.670000017,8.421999931,-0.852999985,3.471999884,0.944000006,15.61699963
8/13/2017 6:15,11.92199993,1.20599997,8.244000435,-0.958999991,3.319999933,0.883000016,15.47599983
8/13/2017 6:30,11.25300026,1.340000033,8.102000237,-0.354999989,3.107000113,0.975000024,15.47599983
8/13/2017 6:45,10.51599979,1.875,7.355999947,-0.035999998,3.229000092,1.097000003,15.61699963
8/13/2017 7:00,10.85099983,1.942000031,7.676000118,0.425999999,3.197999954,1.156999946,14.91399956
