date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
6/28/2017 12:00,-2.075999975,1.807999969,-6.218999863,1.63499999,3.381000042,-0.305000007,21.94799995
6/28/2017 13:00,-2.075999975,2.477999926,-6.573999882,2.203000069,3.594000101,-0.244000003,21.87800026
6/28/2017 14:00,-3.148000002,3.08100009,-6.681000233,2.594000101,3.381000042,-0.273999989,22.93300056
6/28/2017 15:00,-6.162000179,3.214999914,-9.701000214,3.305000067,3.319999933,-0.305000007,23.77700043
6/28/2017 16:00,1.340000033,1.406999946,-1.598999977,1.63499999,3.229000092,-0.273999989,22.29999924
6/28/2017 17:00,4.554999828,1.273000002,1.136999965,1.598999977,3.319999933,-0.395999998,21.17399979
6/28/2017 18:00,5.090000153,0.870999992,1.77699995,1.350000024,3.167999983,-0.609000027,21.45599937
6/28/2017 19:00,7.836999893,0.201000005,4.833000183,0.603999972,3.075999975,-0.578999996,20.68199921
6/28/2017 20:00,9.979999542,0.602999985,6.076000214,0.816999972,3.838000059,-0.518000007,20.11899948
6/28/2017 21:00,11.98900032,0.938000023,8.208999634,1.56400001,3.806999922,-0.486999989,20.47100067
6/28/2017 22:00,11.85499954,2.009000063,7.923999786,2.167999983,3.259000063,-0.425999999,20.11899948
6/28/2017 23:00,11.45400047,1.942000031,8.244000435,1.953999996,2.924000025,-0.578999996,19.34499931
6/29/2017 0:00,10.85099983,2.075999975,7.923999786,1.527999997,2.772000074,-0.578999996,18.92300034
6/29/2017 1:00,11.25300026,1.942000031,8.493000031,1.77699995,2.528000116,-0.639999986,18.6420002
6/29/2017 2:00,11.31999969,1.674000025,9.026000023,2.239000082,2.345000029,-0.700999975,18.6420002
6/29/2017 3:00,10.7840004,2.142999887,8.635000229,2.096999884,2.315000057,-0.670000017,18.6420002
6/29/2017 4:00,10.18099976,1.541000009,7.782000065,1.883000016,2.071000099,-0.883000016,19.13400078
6/29/2017 5:00,12.39099979,2.009000063,9.487999916,1.883000016,3.015000105,-0.578999996,19.83799934
6/29/2017 6:00,10.64999962,2.075999975,7.320000172,2.096999884,3.197999954,-0.518000007,18.71199989
6/29/2017 7:00,6.697999954,2.009000063,4.051000118,2.736000061,2.894000053,-0.518000007,18.92300034
6/29/2017 8:00,0.938000023,1.541000009,-1.136999965,2.914000034,2.253999949,-0.731000006,20.19000053
6/29/2017 9:00,-5.290999889,1.807999969,-8.031000137,1.243999958,2.437000036,-0.700999975,20.40099907
6/29/2017 10:00,-4.085999966,2.142999887,-7.639999866,2.664999962,3.075999975,-0.547999978,21.38500023
